Regulator,Target,Eligible
b1080,b4126,True
b1080,b4128,True
b1080,b4139,True
b1080,b4149,True
b1080,b4151,True
b1080,b4152,True
b1080,b4153,True
b1080,b4154,True
b1080,b4187,True
b1080,b4188,True
b1080,b4189,True
b1080,b4239,True
b1080,b4240,True
b1080,b4244,True
b1080,b4245,True
b1080,b4254,True
b1080,b4293,True
b1080,b4314,True
b1080,b4315,True
b1080,b4316,True
b1080,b4335,True
b1080,b4354,True
b1080,b4355,True
b1080,b4367,True
b1080,b4376,True
b1080,b4380,True
b1080,b4407,True
b1080,b4411,True
b1080,b4428,True
b1080,b4467,True
b1080,b4468,True
b1080,b4484,True
b1080,b4490,True
b1080,b4493,True
b1080,b4506,True
b1080,b4511,True
b1080,b4518,True
b1080,b4519,True
b1080,b4567,True
b1080,b4568,True
b1080,b4589,True
b1080,b4662,True
b1080,b4671,True
b1080,b4705,True
b1080,b4711,True
b1080,b4720,True
b1080,b4721,True
b1080,b4723,True
b1080,b4724,True
b1080,b4735,True
b1080,b4742,True
b1080,b4743,True
b1080,b4744,True
b1080,b4748,True
b1080,b4755,True
b1080,b4756,True
b1081,b0032,True
b1081,b0033,True
b1081,b0068,True
b1081,b0071,True
b1081,b0072,True
b1081,b0073,True
b1081,b0074,True
b1081,b0150,True
b1081,b0199,True
b1081,b0273,True
b1081,b0287,True
b1081,b0296,True
b1081,b0325,True
b1081,b0329,True
b1081,b0331,True
b1081,b0333,True
b1081,b0334,True
b1081,b0335,True
b1081,b0336,True
b1081,b0337,True
b1081,b0346,True
b1081,b0382,True
b1081,b0384,True
b1081,b0431,True
b1081,b0450,True
b1081,b0453,True
b1081,b0485,True
b1081,b0486,True
b1081,b0523,True
b1081,b0543,True
b1081,b0544,True
b1081,b0545,True
b1081,b0546,True
b1081,b0557,True
b1081,b0564,True
b1081,b0565,True
b1081,b0571,True
b1081,b0572,True
b1081,b0573,True
b1081,b0574,True
b1081,b0575,True
b1081,b0581,True
b1081,b0583,True
b1081,b0584,True
b1081,b0585,True
b1081,b0586,True
b1081,b0593,True
b1081,b0594,True
b1081,b0595,True
b1081,b0596,True
b1081,b0597,True
b1081,b0607,True
b1081,b0621,True
b1081,b0623,True
b1081,b0643,True
b1081,b0699,True
b1081,b0707,True
b1081,b0721,True
b1081,b0722,True
b1081,b0723,True
b1081,b0753,True
b1081,b0774,True
b1081,b0775,True
b1081,b0776,True
b1081,b0777,True
b1081,b0778,True
b1081,b0790,True
b1081,b0801,True
b1081,b0804,True
b1081,b0805,True
b1081,b0811,True
b1081,b0812,True
b1081,b0833,True
b1081,b0836,True
b1081,b0849,True
b1081,b0854,True
b1081,b0860,True
b1081,b0865,True
b1081,b0871,True
b1081,b0880,True
b1081,b0894,True
b1081,b0895,True
b1081,b0896,True
b1081,b0897,True
b1081,b0929,True
b1081,b0953,True
b1081,b0989,True
b1081,b0990,True
b1081,b0991,True
b1081,b1002,True
b1081,b1003,True
b1081,b1004,True
b1081,b1018,True
b1081,b1019,True
b1081,b1020,True
b1081,b1038,True
b1081,b1039,True
b1081,b1040,True
b1081,b1041,True
b1081,b1042,True
b1081,b1044,True
b1081,b1051,True
b1081,b1070,True
b1081,b1071,True
b1081,b1072,True
b1081,b1073,True
b1081,b1074,True
b1081,b1075,True
b1081,b1076,True
b1081,b1077,True
b1081,b1078,True
b1081,b1079,True
b1081,b1080,True
b1081,b1082,True
b1081,b1083,True
b1081,b1102,True
b1081,b1110,True
b1081,b1112,True
b1081,b1143,True
b1081,b1145,True
b1081,b1163,True
b1081,b1164,True
b1081,b1165,True
b1081,b1166,True
b1081,b1167,True
b1081,b1172,True
b1081,b1178,True
b1081,b1188,True
b1081,b1194,True
b1081,b1195,True
b1081,b1197,True
b1081,b1223,True
b1081,b1224,True
b1081,b1241,True
b1081,b1243,True
b1081,b1244,True
b1081,b1247,True
b1081,b1256,True
b1081,b1258,True
b1081,b1259,True
b1081,b1264,True
b1081,b1283,True
b1081,b1297,True
b1081,b1298,True
b1081,b1300,True
b1081,b1301,True
b1081,b1302,True
b1081,b1331,True
b1081,b1332,True
b1081,b1341,True
b1081,b1374,True
b1081,b1375,True
b1081,b1376,True
b1081,b1378,True
b1081,b1380,True
b1081,b1384,True
b1081,b1415,True
b1081,b1420,True
b1081,b1422,True
b1081,b1423,True
b1081,b1426,True
b1081,b1440,True
b1081,b1441,True
b1081,b1443,True
b1081,b1444,True
b1081,b1452,True
b1081,b1478,True
b1081,b1480,True
b1081,b1481,True
b1081,b1482,True
b1081,b1487,True
b1081,b1488,True
b1081,b1492,True
b1081,b1493,True
b1081,b1498,True
b1081,b1518,True
b1081,b1519,True
b1081,b1536,True
b1081,b1541,True
b1081,b1550,True
b1081,b1551,True
b1081,b1552,True
b1081,b1556,True
b1081,b1557,True
b1081,b1558,True
b1081,b1566,True
b1081,b1587,True
b1081,b1593,True
b1081,b1597,True
b1081,b1656,True
b1081,b1674,True
b1081,b1684,True
b1081,b1705,True
b1081,b1729,True
b1081,b1732,True
b1081,b1747,True
b1081,b1748,True
b1081,b1783,True
b1081,b1784,True
b1081,b1795,True
b1081,b1836,True
b1081,b1857,True
b1081,b1878,True
b1081,b1880,True
b1081,b1881,True
b1081,b1882,True
b1081,b1883,True
b1081,b1884,True
b1081,b1885,True
b1081,b1886,True
b1081,b1887,True
b1081,b1888,True
b1081,b1889,True
b1081,b1890,True
b1081,b1891,True
b1081,b1892,True
b1081,b1896,True
b1081,b1897,True
b1081,b1902,True
b1081,b1904,True
b1081,b1905,True
b1081,b1906,True
b1081,b1920,True
b1081,b1921,True
b1081,b1922,True
b1081,b1923,True
b1081,b1924,True
b1081,b1925,True
b1081,b1926,True
b1081,b1930,True
b1081,b1937,True
b1081,b1938,True
b1081,b1939,True
b1081,b1940,True
b1081,b1941,True
b1081,b1942,True
b1081,b1943,True
b1081,b1944,True
b1081,b1945,True
b1081,b1946,True
b1081,b1947,True
b1081,b1948,True
b1081,b1949,True
b1081,b1950,True
b1081,b1951,True
b1081,b1953,True
b1081,b1967,True
b1081,b1973,True
b1081,b2000,True
b1081,b2035,True
b1081,b2036,True
b1081,b2080,True
b1081,b2086,True
b1081,b2091,True
b1081,b2092,True
b1081,b2093,True
b1081,b2094,True
b1081,b2095,True
b1081,b2096,True
b1081,b2097,True
b1081,b2103,True
b1081,b2104,True
b1081,b2106,True
b1081,b2111,True
b1081,b2127,True
b1081,b2131,True
b1081,b2135,True
b1081,b2148,True
b1081,b2149,True
b1081,b2150,True
b1081,b2155,True
b1081,b2168,True
b1081,b2169,True
b1081,b2207,True
b1081,b2208,True
b1081,b2210,True
b1081,b2240,True
b1081,b2241,True
b1081,b2242,True
b1081,b2243,True
b1081,b2266,True
b1081,b2302,True
b1081,b2309,True
b1081,b2310,True
b1081,b2352,True
b1081,b2378,True
b1081,b2422,True
b1081,b2423,True
b1081,b2424,True
b1081,b2425,True
b1081,b2464,True
b1081,b2465,True
b1081,b2497,True
b1081,b2499,True
b1081,b2518,True
b1081,b2535,True
b1081,b2579,True
b1081,b2597,True
b1081,b2659,True
b1081,b2660,True
b1081,b2661,True
b1081,b2662,True
b1081,b2665,True
b1081,b2669,True
b1081,b2670,True
b1081,b2672,True
b1081,b2673,True
b1081,b2674,True
b1081,b2675,True
b1081,b2676,True
b1081,b2677,True
b1081,b2678,True
b1081,b2679,True
b1081,b2702,True
b1081,b2703,True
b1081,b2704,True
b1081,b2727,True
b1081,b2751,True
b1081,b2752,True
b1081,b2762,True
b1081,b2763,True
b1081,b2764,True
b1081,b2809,True
b1081,b2818,True
b1081,b2869,True
b1081,b2924,True
b1081,b2942,True
b1081,b2957,True
b1081,b2971,True
b1081,b2975,True
b1081,b2976,True
b1081,b2977,True
b1081,b2979,True
b1081,b2980,True
b1081,b2996,True
b1081,b2997,True
b1081,b3003,True
b1081,b3024,True
b1081,b3073,True
b1081,b3089,True
b1081,b3117,True
b1081,b3118,True
b1081,b3153,True
b1081,b3158,True
b1081,b3159,True
b1081,b3239,True
b1081,b3268,True
b1081,b3336,True
b1081,b3337,True
b1081,b3365,True
b1081,b3366,True
b1081,b3367,True
b1081,b3426,True
b1081,b3453,True
b1081,b3458,True
b1081,b3460,True
b1081,b3476,True
b1081,b3487,True
b1081,b3491,True
b1081,b3494,True
b1081,b3495,True
b1081,b3506,True
b1081,b3507,True
b1081,b3508,True
b1081,b3509,True
b1081,b3510,True
b1081,b3511,True
b1081,b3512,True
b1081,b3513,True
b1081,b3516,True
b1081,b3517,True
b1081,b3523,True
b1081,b3525,True
b1081,b3528,True
b1081,b3540,True
b1081,b3541,True
b1081,b3542,True
b1081,b3543,True
b1081,b3544,True
b1081,b3547,True
b1081,b3555,True
b1081,b3556,True
b1081,b3566,True
b1081,b3570,True
b1081,b3588,True
b1081,b3603,True
b1081,b3654,True
b1081,b3661,True
b1081,b3666,True
b1081,b3686,True
b1081,b3708,True
b1081,b3709,True
b1081,b3744,True
b1081,b3748,True
b1081,b3751,True
b1081,b3774,True
b1081,b3828,True
b1081,b3829,True
b1081,b3845,True
b1081,b3846,True
b1081,b3901,True
b1081,b3902,True
b1081,b3903,True
b1081,b3904,True
b1081,b3905,True
b1081,b3906,True
b1081,b3907,True
b1081,b3926,True
b1081,b3927,True
b1081,b3941,True
b1081,b3945,True
b1081,b3958,True
b1081,b3990,True
b1081,b3991,True
b1081,b3992,True
b1081,b3993,True
b1081,b3994,True
b1081,b4011,True
b1081,b4013,True
b1081,b4014,True
b1081,b4015,True
b1081,b4016,True
b1081,b4026,True
b1081,b4030,True
b1081,b4032,True
b1081,b4033,True
b1081,b4034,True
b1081,b4035,True
b1081,b4036,True
b1081,b4037,True
b1081,b4045,True
b1081,b4060,True
b1081,b4062,True
b1081,b4064,True
b1081,b4067,True
b1081,b4068,True
b1081,b4069,True
b1081,b4107,True
b1081,b4110,True
b1081,b4111,True
b1081,b4116,True
b1081,b4122,True
b1081,b4123,True
b1081,b4126,True
b1081,b4128,True
b1081,b4139,True
b1081,b4149,True
b1081,b4151,True
b1081,b4152,True
b1081,b4153,True
b1081,b4154,True
b1081,b4187,True
b1081,b4188,True
b1081,b4189,True
b1081,b4239,True
b1081,b4240,True
b1081,b4244,True
b1081,b4245,True
b1081,b4254,True
b1081,b4293,True
b1081,b4314,True
b1081,b4315,True
b1081,b4316,True
b1081,b4335,True
b1081,b4354,True
b1081,b4355,True
b1081,b4367,True
b1081,b4376,True
b1081,b4380,True
b1081,b4407,True
b1081,b4411,True
b1081,b4428,True
b1081,b4467,True
b1081,b4468,True
b1081,b4484,True
b1081,b4490,True
b1081,b4493,True
b1081,b4506,True
b1081,b4511,True
b1081,b4518,True
b1081,b4519,True
b1081,b4567,True
b1081,b4568,True
b1081,b4589,True
b1081,b4662,True
b1081,b4671,True
b1081,b4705,True
b1081,b4711,True
b1081,b4720,True
b1081,b4721,True
b1081,b4723,True
b1081,b4724,True
b1081,b4735,True
b1081,b4742,True
b1081,b4743,True
b1081,b4744,True
b1081,b4748,True
b1081,b4755,True
b1081,b4756,True
b1082,b0032,True
b1082,b0033,True
b1082,b0068,True
b1082,b0071,True
b1082,b0072,True
b1082,b0073,True
b1082,b0074,True
b1082,b0150,True
b1082,b0199,True
b1082,b0273,True
b1082,b0287,True
b1082,b0296,True
b1082,b0325,True
b1082,b0329,True
b1082,b0331,True
b1082,b0333,True
b1082,b0334,True
b1082,b0335,True
b1082,b0336,True
b1082,b0337,True
b1082,b0346,True
b1082,b0382,True
b1082,b0384,True
b1082,b0431,True
b1082,b0450,True
b1082,b0453,True
b1082,b0485,True
b1082,b0486,True
b1082,b0523,True
b1082,b0543,True
b1082,b0544,True
b1082,b0545,True
b1082,b0546,True
b1082,b0557,True
b1082,b0564,True
b1082,b0565,True
b1082,b0571,True
b1082,b0572,True
b1082,b0573,True
b1082,b0574,True
b1082,b0575,True
b1082,b0581,True
b1082,b0583,True
b1082,b0584,True
b1082,b0585,True
b1082,b0586,True
b1082,b0593,True
b1082,b0594,True
b1082,b0595,True
b1082,b0596,True
b1082,b0597,True
b1082,b0607,True
b1082,b0621,True
b1082,b0623,True
b1082,b0643,True
b1082,b0699,True
b1082,b0707,True
b1082,b0721,True
b1082,b0722,True
b1082,b0723,True
b1082,b0753,True
b1082,b0774,True
b1082,b0775,True
b1082,b0776,True
b1082,b0777,True
b1082,b0778,True
b1082,b0790,True
b1082,b0801,True
b1082,b0804,True
b1082,b0805,True
b1082,b0811,True
b1082,b0812,True
b1082,b0833,True
b1082,b0836,True
b1082,b0849,True
b1082,b0854,True
b1082,b0860,True
b1082,b0865,True
b1082,b0871,True
b1082,b0880,True
b1082,b0894,True
b1082,b0895,True
b1082,b0896,True
b1082,b0897,True
b1082,b0929,True
b1082,b0953,True
b1082,b0989,True
b1082,b0990,True
b1082,b0991,True
b1082,b1002,True
b1082,b1003,True
b1082,b1004,True
b1082,b1018,True
b1082,b1019,True
b1082,b1020,True
b1082,b1038,True
b1082,b1039,True
b1082,b1040,True
b1082,b1041,True
b1082,b1042,True
b1082,b1044,True
b1082,b1051,True
b1082,b1070,True
b1082,b1071,True
b1082,b1072,True
b1082,b1073,True
b1082,b1074,True
b1082,b1075,True
b1082,b1076,True
b1082,b1077,True
b1082,b1078,True
b1082,b1079,True
b1082,b1080,True
b1082,b1081,True
b1082,b1083,True
b1082,b1102,True
b1082,b1110,True
b1082,b1112,True
b1082,b1143,True
b1082,b1145,True
b1082,b1163,True
b1082,b1164,True
b1082,b1165,True
b1082,b1166,True
b1082,b1167,True
b1082,b1172,True
b1082,b1178,True
b1082,b1188,True
b1082,b1194,True
b1082,b1195,True
b1082,b1197,True
b1082,b1223,True
b1082,b1224,True
b1082,b1241,True
b1082,b1243,True
b1082,b1244,True
b1082,b1247,True
b1082,b1256,True
b1082,b1258,True
b1082,b1259,True
b1082,b1264,True
b1082,b1283,True
b1082,b1297,True
b1082,b1298,True
b1082,b1300,True
b1082,b1301,True
b1082,b1302,True
b1082,b1331,True
b1082,b1332,True
b1082,b1341,True
b1082,b1374,True
b1082,b1375,True
b1082,b1376,True
b1082,b1378,True
b1082,b1380,True
b1082,b1384,True
b1082,b1415,True
b1082,b1420,True
b1082,b1422,True
b1082,b1423,True
b1082,b1426,True
b1082,b1440,True
b1082,b1441,True
b1082,b1443,True
b1082,b1444,True
b1082,b1452,True
b1082,b1478,True
b1082,b1480,True
b1082,b1481,True
b1082,b1482,True
b1082,b1487,True
b1082,b1488,True
b1082,b1492,True
b1082,b1493,True
b1082,b1498,True
b1082,b1518,True
b1082,b1519,True
b1082,b1536,True
b1082,b1541,True
b1082,b1550,True
b1082,b1551,True
b1082,b1552,True
b1082,b1556,True
b1082,b1557,True
b1082,b1558,True
b1082,b1566,True
b1082,b1587,True
b1082,b1593,True
b1082,b1597,True
b1082,b1656,True
b1082,b1674,True
b1082,b1684,True
b1082,b1705,True
b1082,b1729,True
b1082,b1732,True
b1082,b1747,True
b1082,b1748,True
b1082,b1783,True
b1082,b1784,True
b1082,b1795,True
b1082,b1836,True
b1082,b1857,True
b1082,b1878,True
b1082,b1880,True
b1082,b1881,True
b1082,b1882,True
b1082,b1883,True
b1082,b1884,True
b1082,b1885,True
b1082,b1886,True
b1082,b1887,True
b1082,b1888,True
b1082,b1889,True
b1082,b1890,True
b1082,b1891,True
b1082,b1892,True
b1082,b1896,True
b1082,b1897,True
b1082,b1902,True
b1082,b1904,True
b1082,b1905,True
b1082,b1906,True
b1082,b1920,True
b1082,b1921,True
b1082,b1922,True
b1082,b1923,True
b1082,b1924,True
b1082,b1925,True
b1082,b1926,True
b1082,b1930,True
b1082,b1937,True
b1082,b1938,True
b1082,b1939,True
b1082,b1940,True
b1082,b1941,True
b1082,b1942,True
b1082,b1943,True
b1082,b1944,True
b1082,b1945,True
b1082,b1946,True
b1082,b1947,True
b1082,b1948,True
b1082,b1949,True
b1082,b1950,True
b1082,b1951,True
b1082,b1953,True
b1082,b1967,True
b1082,b1973,True
b1082,b2000,True
b1082,b2035,True
b1082,b2036,True
b1082,b2080,True
b1082,b2086,True
b1082,b2091,True
b1082,b2092,True
b1082,b2093,True
b1082,b2094,True
b1082,b2095,True
b1082,b2096,True
b1082,b2097,True
b1082,b2103,True
b1082,b2104,True
b1082,b2106,True
b1082,b2111,True
b1082,b2127,True
b1082,b2131,True
b1082,b2135,True
b1082,b2148,True
b1082,b2149,True
b1082,b2150,True
b1082,b2155,True
b1082,b2168,True
b1082,b2169,True
b1082,b2207,True
b1082,b2208,True
b1082,b2210,True
b1082,b2240,True
b1082,b2241,True
b1082,b2242,True
b1082,b2243,True
b1082,b2266,True
b1082,b2302,True
b1082,b2309,True
b1082,b2310,True
b1082,b2352,True
b1082,b2378,True
b1082,b2422,True
b1082,b2423,True
b1082,b2424,True
b1082,b2425,True
b1082,b2464,True
b1082,b2465,True
b1082,b2497,True
b1082,b2499,True
b1082,b2518,True
b1082,b2535,True
b1082,b2579,True
b1082,b2597,True
b1082,b2659,True
b1082,b2660,True
b1082,b2661,True
b1082,b2662,True
b1082,b2665,True
b1082,b2669,True
b1082,b2670,True
b1082,b2672,True
b1082,b2673,True
b1082,b2674,True
b1082,b2675,True
b1082,b2676,True
b1082,b2677,True
b1082,b2678,True
b1082,b2679,True
b1082,b2702,True
b1082,b2703,True
b1082,b2704,True
b1082,b2727,True
b1082,b2751,True
b1082,b2752,True
b1082,b2762,True
b1082,b2763,True
b1082,b2764,True
b1082,b2809,True
b1082,b2818,True
b1082,b2869,True
b1082,b2924,True
b1082,b2942,True
b1082,b2957,True
b1082,b2971,True
b1082,b2975,True
b1082,b2976,True
b1082,b2977,True
b1082,b2979,True
b1082,b2980,True
b1082,b2996,True
b1082,b2997,True
b1082,b3003,True
b1082,b3024,True
b1082,b3073,True
b1082,b3089,True
b1082,b3117,True
b1082,b3118,True
b1082,b3153,True
b1082,b3158,True
b1082,b3159,True
b1082,b3239,True
b1082,b3268,True
b1082,b3336,True
b1082,b3337,True
b1082,b3365,True
b1082,b3366,True
b1082,b3367,True
b1082,b3426,True
b1082,b3453,True
b1082,b3458,True
b1082,b3460,True
b1082,b3476,True
b1082,b3487,True
b1082,b3491,True
b1082,b3494,True
b1082,b3495,True
b1082,b3506,True
b1082,b3507,True
b1082,b3508,True
b1082,b3509,True
b1082,b3510,True
b1082,b3511,True
b1082,b3512,True
b1082,b3513,True
b1082,b3516,True
b1082,b3517,True
b1082,b3523,True
b1082,b3525,True
b1082,b3528,True
b1082,b3540,True
b1082,b3541,True
b1082,b3542,True
b1082,b3543,True
b1082,b3544,True
b1082,b3547,True
b1082,b3555,True
b1082,b3556,True
b1082,b3566,True
b1082,b3570,True
b1082,b3588,True
b1082,b3603,True
b1082,b3654,True
b1082,b3661,True
b1082,b3666,True
b1082,b3686,True
b1082,b3708,True
b1082,b3709,True
b1082,b3744,True
b1082,b3748,True
b1082,b3751,True
b1082,b3774,True
b1082,b3828,True
b1082,b3829,True
b1082,b3845,True
b1082,b3846,True
b1082,b3901,True
b1082,b3902,True
b1082,b3903,True
b1082,b3904,True
b1082,b3905,True
b1082,b3906,True
b1082,b3907,True
b1082,b3926,True
b1082,b3927,True
b1082,b3941,True
b1082,b3945,True
b1082,b3958,True
b1082,b3990,True
b1082,b3991,True
b1082,b3992,True
b1082,b3993,True
b1082,b3994,True
b1082,b4011,True
b1082,b4013,True
b1082,b4014,True
b1082,b4015,True
b1082,b4016,True
b1082,b4026,True
b1082,b4030,True
b1082,b4032,True
b1082,b4033,True
b1082,b4034,True
b1082,b4035,True
b1082,b4036,True
b1082,b4037,True
b1082,b4045,True
b1082,b4060,True
b1082,b4062,True
b1082,b4064,True
b1082,b4067,True
b1082,b4068,True
b1082,b4069,True
b1082,b4107,True
b1082,b4110,True
b1082,b4111,True
b1082,b4116,True
b1082,b4122,True
b1082,b4123,True
b1082,b4126,True
b1082,b4128,True
b1082,b4139,True
b1082,b4149,True
b1082,b4151,True
b1082,b4152,True
b1082,b4153,True
b1082,b4154,True
b1082,b4187,True
b1082,b4188,True
b1082,b4189,True
b1082,b4239,True
b1082,b4240,True
b1082,b4244,True
b1082,b4245,True
b1082,b4254,True
b1082,b4293,True
b1082,b4314,True
b1082,b4315,True
b1082,b4316,True
b1082,b4335,True
b1082,b4354,True
b1082,b4355,True
b1082,b4367,True
b1082,b4376,True
b1082,b4380,True
b1082,b4407,True
b1082,b4411,True
b1082,b4428,True
b1082,b4467,True
b1082,b4468,True
b1082,b4484,True
b1082,b4490,True
b1082,b4493,True
b1082,b4506,True
b1082,b4511,True
b1082,b4518,True
b1082,b4519,True
b1082,b4567,True
b1082,b4568,True
b1082,b4589,True
b1082,b4662,True
b1082,b4671,True
b1082,b4705,True
b1082,b4711,True
b1082,b4720,True
b1082,b4721,True
b1082,b4723,True
b1082,b4724,True
b1082,b4735,True
b1082,b4742,True
b1082,b4743,True
b1082,b4744,True
b1082,b4748,True
b1082,b4755,True
b1082,b4756,True
b1083,b0032,True
b1083,b0033,True
b1083,b0068,True
b1083,b0071,True
b1083,b0072,True
b1083,b0073,True
b1083,b0074,True
b1083,b0150,True
b1083,b0199,True
b1083,b0273,True
b1083,b0287,True
b1083,b0296,True
b1083,b0325,True
b1083,b0329,True
b1083,b0331,True
b1083,b0333,True
b1083,b0334,True
b1083,b0335,True
b1083,b0336,True
b1083,b0337,True
b1083,b0346,True
b1083,b0382,True
b1083,b0384,True
b1083,b0431,True
b1083,b0450,True
b1083,b0453,True
b1083,b0485,True
b1083,b0486,True
b1083,b0523,True
b1083,b0543,True
b1083,b0544,True
b1083,b0545,True
b1083,b0546,True
b1083,b0557,True
b1083,b0564,True
b1083,b0565,True
b1083,b0571,True
b1083,b0572,True
b1083,b0573,True
b1083,b0574,True
b1083,b0575,True
b1083,b0581,True
b1083,b0583,True
b1083,b0584,True
b1083,b0585,True
b1083,b0586,True
b1083,b0593,True
b1083,b0594,True
b1083,b0595,True
b1083,b0596,True
b1083,b0597,True
b1083,b0607,True
b1083,b0621,True
b1083,b0623,True
b1083,b0643,True
b1083,b0699,True
b1083,b0707,True
b1083,b0721,True
b1083,b0722,True
b1083,b0723,True
b1083,b0753,True
b1083,b0774,True
b1083,b0775,True
b1083,b0776,True
b1083,b0777,True
b1083,b0778,True
b1083,b0790,True
b1083,b0801,True
b1083,b0804,True
b1083,b0805,True
b1083,b0811,True
b1083,b0812,True
b1083,b0833,True
b1083,b0836,True
b1083,b0849,True
b1083,b0854,True
b1083,b0860,True
b1083,b0865,True
b1083,b0871,True
b1083,b0880,True
b1083,b0894,True
b1083,b0895,True
b1083,b0896,True
b1083,b0897,True
b1083,b0929,True
b1083,b0953,True
b1083,b0989,True
b1083,b0990,True
b1083,b0991,True
b1083,b1002,True
b1083,b1003,True
b1083,b1004,True
b1083,b1018,True
b1083,b1019,True
b1083,b1020,True
b1083,b1038,True
b1083,b1039,True
b1083,b1040,True
b1083,b1041,True
b1083,b1042,True
b1083,b1044,True
b1083,b1051,True
b1083,b1070,True
b1083,b1071,True
b1083,b1072,True
b1083,b1073,True
b1083,b1074,True
b1083,b1075,True
b1083,b1076,True
b1083,b1077,True
b1083,b1078,True
b1083,b1079,True
b1083,b1080,True
b1083,b1081,True
b1083,b1082,True
b1083,b1102,True
b1083,b1110,True
b1083,b1112,True
b1083,b1143,True
b1083,b1145,True
b1083,b1163,True
b1083,b1164,True
b1083,b1165,True
b1083,b1166,True
b1083,b1167,True
b1083,b1172,True
b1083,b1178,True
b1083,b1188,True
b1083,b1194,True
b1083,b1195,True
b1083,b1197,True
b1083,b1223,True
b1083,b1224,True
b1083,b1241,True
b1083,b1243,True
b1083,b1244,True
b1083,b1247,True
b1083,b1256,True
b1083,b1258,True
b1083,b1259,True
b1083,b1264,True
b1083,b1283,True
b1083,b1297,True
b1083,b1298,True
b1083,b1300,True
b1083,b1301,True
b1083,b1302,True
b1083,b1331,True
b1083,b1332,True
b1083,b1341,True
b1083,b1374,True
b1083,b1375,True
b1083,b1376,True
b1083,b1378,True
b1083,b1380,True
b1083,b1384,True
b1083,b1415,True
b1083,b1420,True
b1083,b1422,True
b1083,b1423,True
b1083,b1426,True
b1083,b1440,True
b1083,b1441,True
b1083,b1443,True
b1083,b1444,True
b1083,b1452,True
b1083,b1478,True
b1083,b1480,True
b1083,b1481,True
b1083,b1482,True
b1083,b1487,True
b1083,b1488,True
b1083,b1492,True
b1083,b1493,True
b1083,b1498,True
b1083,b1518,True
b1083,b1519,True
b1083,b1536,True
b1083,b1541,True
b1083,b1550,True
b1083,b1551,True
b1083,b1552,True
b1083,b1556,True
b1083,b1557,True
b1083,b1558,True
b1083,b1566,True
b1083,b1587,True
b1083,b1593,True
b1083,b1597,True
b1083,b1656,True
b1083,b1674,True
b1083,b1684,True
b1083,b1705,True
b1083,b1729,True
b1083,b1732,True
b1083,b1747,True
b1083,b1748,True
b1083,b1783,True
b1083,b1784,True
b1083,b1795,True
b1083,b1836,True
b1083,b1857,True
b1083,b1878,True
b1083,b1880,True
b1083,b1881,True
b1083,b1882,True
b1083,b1883,True
b1083,b1884,True
b1083,b1885,True
b1083,b1886,True
b1083,b1887,True
b1083,b1888,True
b1083,b1889,True
b1083,b1890,True
b1083,b1891,True
b1083,b1892,True
b1083,b1896,True
b1083,b1897,True
b1083,b1902,True
b1083,b1904,True
b1083,b1905,True
b1083,b1906,True
b1083,b1920,True
b1083,b1921,True
b1083,b1922,True
b1083,b1923,True
b1083,b1924,True
b1083,b1925,True
b1083,b1926,True
b1083,b1930,True
b1083,b1937,True
b1083,b1938,True
b1083,b1939,True
b1083,b1940,True
b1083,b1941,True
b1083,b1942,True
b1083,b1943,True
b1083,b1944,True
b1083,b1945,True
b1083,b1946,True
b1083,b1947,True
b1083,b1948,True
b1083,b1949,True
b1083,b1950,True
b1083,b1951,True
b1083,b1953,True
b1083,b1967,True
b1083,b1973,True
b1083,b2000,True
b1083,b2035,True
b1083,b2036,True
b1083,b2080,True
b1083,b2086,True
b1083,b2091,True
b1083,b2092,True
b1083,b2093,True
b1083,b2094,True
b1083,b2095,True
b1083,b2096,True
b1083,b2097,True
b1083,b2103,True
b1083,b2104,True
b1083,b2106,True
b1083,b2111,True
b1083,b2127,True
b1083,b2131,True
b1083,b2135,True
b1083,b2148,True
b1083,b2149,True
b1083,b2150,True
b1083,b2155,True
b1083,b2168,True
b1083,b2169,True
b1083,b2207,True
b1083,b2208,True
b1083,b2210,True
b1083,b2240,True
b1083,b2241,True
b1083,b2242,True
b1083,b2243,True
b1083,b2266,True
b1083,b2302,True
b1083,b2309,True
b1083,b2310,True
b1083,b2352,True
b1083,b2378,True
b1083,b2422,True
b1083,b2423,True
b1083,b2424,True
b1083,b2425,True
b1083,b2464,True
b1083,b2465,True
b1083,b2497,True
b1083,b2499,True
b1083,b2518,True
b1083,b2535,True
b1083,b2579,True
b1083,b2597,True
b1083,b2659,True
b1083,b2660,True
b1083,b2661,True
b1083,b2662,True
b1083,b2665,True
b1083,b2669,True
b1083,b2670,True
b1083,b2672,True
b1083,b2673,True
b1083,b2674,True
b1083,b2675,True
b1083,b2676,True
b1083,b2677,True
b1083,b2678,True
b1083,b2679,True
b1083,b2702,True
b1083,b2703,True
b1083,b2704,True
b1083,b2727,True
b1083,b2751,True
b1083,b2752,True
b1083,b2762,True
b1083,b2763,True
b1083,b2764,True
b1083,b2809,True
b1083,b2818,True
b1083,b2869,True
b1083,b2924,True
b1083,b2942,True
b1083,b2957,True
b1083,b2971,True
b1083,b2975,True
b1083,b2976,True
b1083,b2977,True
b1083,b2979,True
b1083,b2980,True
b1083,b2996,True
b1083,b2997,True
b1083,b3003,True
b1083,b3024,True
b1083,b3073,True
b1083,b3089,True
b1083,b3117,True
b1083,b3118,True
b1083,b3153,True
b1083,b3158,True
